MeterCode,Serial,PlantCode,DateTime,Quality,Stream,DataType,Energy,Units
212621678,212621678,ED011300257,12/09/2018 0:00,A,B1,Import Wh Total,137.4,kwh
212621678,212621678,ED011300257,12/09/2018 0:15,A,B1,Import Wh Total,100,kwh
212621678,212621678,ED011300257,12/09/2018 0:30,A,B1,Import Wh Total,116.5,kwh
212621678,212621678,ED011300257,12/09/2018 0:45,A,B1,Import Wh Total,138.7,kwh
212621678,212621678,ED011300257,12/09/2018 1:00,A,B1,Import Wh Total,139.1,kwh
212621678,212621678,ED011300257,12/09/2018 1:15,A,B1,Import Wh Total,182.1,kwh
212621678,212621678,ED011300257,12/09/2018 1:30,A,B1,Import Wh Total,114.7,kwh
212621678,212621678,ED011300257,12/09/2018 1:45,A,B1,Import Wh Total,194.9,kwh
212621678,212621678,ED011300257,12/09/2018 2:00,A,B1,Import Wh Total,187.8,kwh
212621678,212621678,ED011300257,12/09/2018 2:15,A,B1,Import Wh Total,112.6,kwh
212621678,212621678,ED011300257,12/09/2018 2:30,A,B1,Import Wh Total,158.4,kwh
212621678,212621678,ED011300257,12/09/2018 2:45,A,B1,Import Wh Total,126.1,kwh
212621678,212621678,ED011300257,12/09/2018 3:00,A,B1,Import Wh Total,188.4,kwh
212621678,212621678,ED011300257,12/09/2018 3:15,A,B1,Import Wh Total,155,kwh
212621678,212621678,ED011300257,12/09/2018 3:30,A,B1,Import Wh Total,126.5,kwh
212621678,212621678,ED011300257,12/09/2018 3:45,A,B1,Import Wh Total,100.4,kwh
212621678,212621678,ED011300257,12/09/2018 4:00,A,B1,Import Wh Total,165.5,kwh
212621678,212621678,ED011300257,12/09/2018 4:15,A,B1,Import Wh Total,124.4,kwh
212621678,212621678,ED011300257,12/09/2018 4:30,A,B1,Import Wh Total,118.8,kwh
212621678,212621678,ED011300257,12/09/2018 4:45,A,B1,Import Wh Total,177.7,kwh
212621678,212621678,ED011300257,12/09/2018 5:00,A,B1,Import Wh Total,175.8,kwh
212621678,212621678,ED011300257,12/09/2018 5:15,A,B1,Import Wh Total,181,kwh
212621678,212621678,ED011300257,12/09/2018 5:30,A,B1,Import Wh Total,193.9,kwh
212621678,212621678,ED011300257,12/09/2018 5:45,A,B1,Import Wh Total,146.1,kwh
212621678,212621678,ED011300257,12/09/2018 6:00,A,B1,Import Wh Total,196.5,kwh
212621678,212621678,ED011300257,12/09/2018 6:15,A,B1,Import Wh Total,176.8,kwh
212621678,212621678,ED011300257,12/09/2018 6:30,A,B1,Import Wh Total,114.5,kwh
212621678,212621678,ED011300257,12/09/2018 6:45,A,B1,Import Wh Total,112.6,kwh
212621678,212621678,ED011300257,12/09/2018 7:00,A,B1,Import Wh Total,131.5,kwh
212621678,212621678,ED011300257,12/09/2018 7:15,A,B1,Import Wh Total,156.8,kwh
212621678,212621678,ED011300257,12/09/2018 7:30,A,B1,Import Wh Total,165.1,kwh
212621678,212621678,ED011300257,12/09/2018 7:45,A,B1,Import Wh Total,179.6,kwh
212621678,212621678,ED011300257,12/09/2018 8:00,A,B1,Import Wh Total,123.4,kwh
212621678,212621678,ED011300257,12/09/2018 8:15,A,B1,Import Wh Total,162.5,kwh
212621678,212621678,ED011300257,12/09/2018 8:30,A,B1,Import Wh Total,157.7,kwh
212621678,212621678,ED011300257,12/09/2018 8:45,A,B1,Import Wh Total,199.7,kwh
212621678,212621678,ED011300257,12/09/2018 9:00,A,B1,Import Wh Total,196,kwh
212621678,212621678,ED011300257,12/09/2018 9:15,A,B1,Import Wh Total,128.2,kwh
212621678,212621678,ED011300257,12/09/2018 9:30,A,B1,Import Wh Total,111.4,kwh
212621678,212621678,ED011300257,12/09/2018 9:45,A,B1,Import Wh Total,106.3,kwh
212621678,212621678,ED011300257,12/09/2018 10:00,A,B1,Import Wh Total,167.7,kwh
212621678,212621678,ED011300257,12/09/2018 10:15,A,B1,Import Wh Total,169.7,kwh
212621678,212621678,ED011300257,12/09/2018 10:30,A,B1,Import Wh Total,105.2,kwh
212621678,212621678,ED011300257,12/09/2018 10:45,A,B1,Import Wh Total,185.4,kwh
212621678,212621678,ED011300257,12/09/2018 11:00,A,B1,Import Wh Total,148.1,kwh
212621678,212621678,ED011300257,12/09/2018 11:15,A,B1,Import Wh Total,130.7,kwh
212621678,212621678,ED011300257,12/09/2018 11:30,A,B1,Import Wh Total,174.6,kwh
212621678,212621678,ED011300257,12/09/2018 11:45,A,B1,Import Wh Total,152.4,kwh
212621678,212621678,ED011300257,12/09/2018 12:00,A,B1,Import Wh Total,185.6,kwh
212621678,212621678,ED011300257,12/09/2018 12:15,A,B1,Import Wh Total,159.6,kwh
212621678,212621678,ED011300257,12/09/2018 12:30,A,B1,Import Wh Total,160.6,kwh
212621678,212621678,ED011300257,12/09/2018 12:45,A,B1,Import Wh Total,173.9,kwh
212621678,212621678,ED011300257,12/09/2018 13:00,A,B1,Import Wh Total,107.6,kwh
212621678,212621678,ED011300257,12/09/2018 13:15,A,B1,Import Wh Total,123.1,kwh
212621678,212621678,ED011300257,12/09/2018 13:30,A,B1,Import Wh Total,195.9,kwh
212621678,212621678,ED011300257,12/09/2018 13:45,A,B1,Import Wh Total,192.4,kwh
212621678,212621678,ED011300257,12/09/2018 14:00,A,B1,Import Wh Total,186.1,kwh
212621678,212621678,ED011300257,12/09/2018 14:15,A,B1,Import Wh Total,141.6,kwh
212621678,212621678,ED011300257,12/09/2018 14:30,A,B1,Import Wh Total,121.8,kwh
212621678,212621678,ED011300257,12/09/2018 14:45,A,B1,Import Wh Total,112.4,kwh
212621678,212621678,ED011300257,12/09/2018 15:00,A,B1,Import Wh Total,101.3,kwh
212621678,212621678,ED011300257,12/09/2018 15:15,A,B1,Import Wh Total,156.6,kwh
212621678,212621678,ED011300257,12/09/2018 15:30,A,B1,Import Wh Total,133.8,kwh
212621678,212621678,ED011300257,12/09/2018 15:45,A,B1,Import Wh Total,148.9,kwh
212621678,212621678,ED011300257,12/09/2018 16:00,A,B1,Import Wh Total,184.6,kwh
212621678,212621678,ED011300257,12/09/2018 16:15,A,B1,Import Wh Total,118.4,kwh
212621678,212621678,ED011300257,12/09/2018 16:30,A,B1,Import Wh Total,150.6,kwh
212621678,212621678,ED011300257,12/09/2018 16:45,A,B1,Import Wh Total,164.6,kwh
212621678,212621678,ED011300257,12/09/2018 17:00,A,B1,Import Wh Total,119.9,kwh
212621678,212621678,ED011300257,12/09/2018 17:15,A,B1,Import Wh Total,174.2,kwh
212621678,212621678,ED011300257,12/09/2018 17:30,A,B1,Import Wh Total,125.2,kwh
